epoch,lr,loss,dice,val_loss,val_dice
0,0.001,1.3073506951332092,0.1648518509605606,1.239917238553365,0.1607684197104092
1,0.001,1.2816257178783417,0.1810316261582915,1.2421260674794514,0.1608722608875421
2,0.001,1.2566876113414764,0.19304527794175247,1.2433396180470784,0.16093597145168068
3,0.001,1.2712685763835907,0.1624819428584177,1.2424498796463013,0.16082756820363164
4,0.001,1.236487865447998,0.18434765231302871,1.237450122833252,0.16035705609155762
5,0.001,1.1928549110889435,0.20745690643011258,1.22707466284434,0.15963002152995542
6,0.001,1.2016985416412354,0.18821724581459187,1.2090143362681072,0.1581173576980557
7,0.001,1.1616097390651703,0.214882633001524,1.1960378487904866,0.1564313909847713
8,0.001,1.1579167246818542,0.21213134880144086,1.1902592579523723,0.15563869560925625
9,0.001,1.1280913650989532,0.2202691554088761,1.1803435881932576,0.15325693435560098
10,0.001,1.1306161880493164,0.21954265494299136,1.1718647877375286,0.15241511128378918
11,0.001,1.1134342849254608,0.2199689441857048,1.1642849047978718,0.15138745021383482
12,0.001,1.1116902828216553,0.220413263639858,1.1540338198343914,0.15075950904759058
13,0.001,1.1010717451572418,0.21161322291913173,1.1446744998296101,0.1499592761640237
14,0.001,1.0779743194580078,0.24243502122906313,1.1368107398351033,0.14921450092948588
15,0.001,1.0604741275310516,0.2543003073732717,1.1288348038991292,0.14817494792649488
16,0.001,1.05719393491745,0.24001550447540082,1.125448226928711,0.14678282948683244
17,0.001,1.0643023252487183,0.2371088874308048,1.1232022444407146,0.1457611232366652
18,0.001,1.07190603017807,0.21985796849490732,1.11580757300059,0.14586135180747456
19,0.001,1.0470389872789383,0.24447605717168805,1.1095364491144817,0.14740881642380643
20,0.001,1.03361377120018,0.25009426776399113,1.1028535763422649,0.14964622714258366
21,0.001,1.0221703052520752,0.2550109939895141,1.0930919249852498,0.1528055017575856
22,0.001,1.0076875984668732,0.26132044132600313,1.0832726160685222,0.15756102160541793
23,0.001,1.0092368572950363,0.2670473818002179,1.070723255475362,0.1673770664786747
24,0.001,1.0005997717380524,0.27048693620268094,1.0576283931732178,0.17602299316527933
25,0.001,0.9704730957746506,0.28944112518624293,1.0395669142405193,0.19192299276233027
26,0.001,0.9674384146928787,0.28938436936128925,1.0107671618461609,0.22127342734723499
27,0.001,0.987794429063797,0.2657467749299819,0.9947567582130432,0.2343454015523334
28,0.001,0.9697406888008118,0.2716470627948798,0.9678781628608704,0.2609268421525555
29,0.001,0.937694638967514,0.3058451372705784,0.9525349537531534,0.2737765296787264
30,0.001,0.954823449254036,0.29500175216097796,0.9342584609985352,0.29062657184209734
31,0.001,0.9243805855512619,0.31846144292660317,0.9333439270655314,0.2876147262073688
32,0.001,0.9342647194862366,0.3011672331504065,0.9118169943491617,0.31350385609592846
33,0.001,0.9016345888376236,0.3302375118059316,0.9004588524500529,0.33600716917295353
34,0.001,0.9096794724464417,0.32852977356423885,0.9068270723025004,0.3349967498198169
35,0.001,0.8861062675714493,0.3445468514331696,0.8930310408274332,0.34111172051884125
36,0.001,0.8856679797172546,0.3308334223824845,0.8815086881319681,0.35434997174495136
37,0.001,0.8699340671300888,0.34810967808467225,0.8783534367879232,0.3632428901258628
38,0.001,0.8843919187784195,0.3454500578974544,0.8611538807551066,0.3651493817393612
39,0.001,0.8736446797847748,0.3491653272248719,0.8606457312901815,0.3553437742052112
40,0.001,0.8883546441793442,0.32226505943181527,0.869441568851471,0.335702786808838
41,0.001,0.8561962097883224,0.36101098930139874,0.8790931900342306,0.3352317223914178
42,0.001,0.8678291440010071,0.3577083156598695,0.8794096310933431,0.3532422507719091
43,0.001,0.8675551265478134,0.3424803743841788,0.8974974552790324,0.3565030457915109
44,0.001,0.8251917511224747,0.38709599743785766,0.8570170799891154,0.3690706670664492
45,0.001,0.8757455199956894,0.35003292628041,0.8448871572812399,0.3685536569665769
46,0.001,0.8320386856794357,0.3712436737624375,0.8262702027956644,0.3778560565227575
47,0.001,0.8437184691429138,0.37537853450484115,0.8076369563738505,0.3954730871941427
48,0.001,0.8180081993341446,0.37644400030197633,0.8024447957674662,0.40015466633629737
49,0.001,0.7847625613212585,0.4155113191968469,0.811683714389801,0.3942706177964364
50,0.001,0.7919807583093643,0.41185684171351167,0.82130499680837,0.3865944569161924
51,0.001,0.8016265630722046,0.3963935992638911,0.802698572476705,0.40275765184243856
52,0.001,0.8191496431827545,0.37956579901349385,0.7928954561551412,0.41547896371618265
53,0.001,0.7968511432409286,0.39806582615871366,0.7737970153490702,0.42953000628121235
54,0.001,0.7950583845376968,0.4089303203477057,0.7749401728312174,0.4302236077828497
55,0.001,0.7854240089654922,0.4117089595170699,0.7690702875455221,0.4312001149126894
56,0.001,0.8047601878643036,0.4051590677481406,0.7734052141507467,0.4258952674633239
57,0.001,0.8381145894527435,0.3489132912451378,0.7772854963938395,0.41472383275072966
58,0.001,0.7470541447401047,0.4466391725148796,0.7563926577568054,0.4330853250405872
59,0.001,0.7801855504512787,0.3971989607732508,0.7392982045809428,0.44353466828787
60,0.001,0.7427379488945007,0.4509086204962981,0.7291693290074667,0.4533355512159936
61,0.001,0.756798043847084,0.43576802203149323,0.7343546152114868,0.450204570464568
62,0.001,0.7396697252988815,0.4595847679614692,0.7337666749954224,0.44996216136415185
63,0.001,0.785058930516243,0.41367426101427063,0.7273493011792501,0.45125767092125435
64,0.001,0.7610724866390228,0.4314100265680454,0.7193768620491028,0.4617890318564712
65,0.001,0.7642630636692047,0.41970419554327154,0.7254803578058878,0.45765010637834136
66,0.001,0.7671193480491638,0.4169304707126231,0.720339834690094,0.45927711619116396
67,0.001,0.7464742362499237,0.4492687128007585,0.7114599943161011,0.4627853751072844
68,0.001,0.8008574396371841,0.37846831903562306,0.7025997440020243,0.4716084116938573
69,0.001,0.7248580306768417,0.4401222321523177,0.7085771958033243,0.4667568030067555
70,0.001,0.7679673433303833,0.4238054895945054,0.7066501577695211,0.47074391845173463
71,0.001,0.7871411442756653,0.3978200646081668,0.7017733256022135,0.4744155855567307
72,0.001,0.7290218025445938,0.44532014187281616,0.7000464995702108,0.47331340708385145
73,0.001,0.7513059824705124,0.40036914888843284,0.7009347081184387,0.47172100093006647
74,0.001,0.7737331986427307,0.41882247844805287,0.6972284515698751,0.4754024297901765
75,0.001,0.726011797785759,0.4586500739379049,0.6913546125094095,0.47972860412393753
76,0.001,0.7176732569932938,0.45726424139025323,0.6909008224805196,0.47955859071804197
77,0.001,0.7187254577875137,0.46538468516690573,0.6903087099393209,0.47987384691338164
78,0.001,0.7177794575691223,0.44504068123125085,0.6861837108929952,0.482449744391462
79,0.001,0.7164253443479538,0.46826171745408873,0.6788399616877238,0.48785888396160315
80,0.001,0.7268198281526566,0.4478686262689285,0.6783730785051981,0.48954963184457295
81,0.001,0.692294716835022,0.4776885446382558,0.6731249690055847,0.49434767272207275
82,0.001,0.7086555063724518,0.4797857939479247,0.670754631360372,0.4972407379454826
83,0.001,0.7454559952020645,0.4252429925158857,0.6654432415962219,0.5023431571530569
84,0.001,0.7218285351991653,0.46755390745592834,0.6636030872662863,0.5040569686134998
85,0.001,0.6836807578802109,0.5007031931293483,0.6656155586242676,0.5038586582172072
86,0.001,0.6857965290546417,0.49681215638129655,0.6672032674153646,0.5035973097591944
87,0.001,0.7051081508398056,0.46166019026959737,0.672601322333018,0.4992918398926585
88,0.001,0.6973621100187302,0.47179363479223996,0.671380877494812,0.49868654272975127
89,0.001,0.7265987992286682,0.44859671405311796,0.6701959371566772,0.49881341840407417
90,0.001,0.6886959373950958,0.4791966887747263,0.6669572989145914,0.5007089388914531
91,0.001,0.7353610992431641,0.4440811993244821,0.665154238541921,0.502548406137254
92,0.001,0.7043206542730331,0.474690063005192,0.6652672489484152,0.5020515582486443
93,0.001,0.701876774430275,0.4811398148553869,0.6629676620165507,0.5030225781930141
94,0.001,0.7547944039106369,0.43882758596892707,0.659469743569692,0.5046179780770385
95,0.001,0.70330411195755,0.46594366934408904,0.660543700059255,0.504208354653367
96,0.001,0.6946187019348145,0.4830946759174223,0.6628499428431193,0.5034024836185478
97,0.001,0.7460881173610687,0.4490198924805586,0.6627405881881714,0.5036281488442689
98,0.001,0.7093823403120041,0.46284062545041726,0.6626030604044596,0.5026632244952453
99,0.001,0.7333461344242096,0.4405889867510663,0.6634131272633871,0.5021729143403394
